iter	Logloss
0	0.3817922052
1	0.2166140261
2	0.1399782045
3	0.09419835193
4	0.05342790506
5	0.0351616698
6	0.02583788857
7	0.01799200522
8	0.01333704445
9	0.01042014219
10	0.008482085822
11	0.006445353137
12	0.005316125661
13	0.004540836083
14	0.003984120977
15	0.003474886112
16	0.00303688797
17	0.00274136878
18	0.002368703183
19	0.002173558176
20	0.001841566938
21	0.001697781875
22	0.001533819869
23	0.001343688305
24	0.001258001013
25	0.001123175432
26	0.001061832691
27	0.0009119488211
28	0.0008176623384
29	0.000713915004
30	0.0007138957789
31	0.0007138981996
32	0.0006713924414
33	0.0006713870859
34	0.0006713601358
35	0.0006713601358
36	0.0006713523035
37	0.0006713638783
38	0.0006713282836
39	0.0006713191454
40	0.0006713191454
41	0.0006713191454
42	0.0006713279291
43	0.0006713122864
44	0.0006713122864
45	0.0006712956148
46	0.0006712851063
47	0.0006712851063
48	0.0006712851063
49	0.0006712779527
50	0.0006712651662
51	0.0006069701762
52	0.0006069701762
53	0.0006069389632
54	0.0006069246726
55	0.0006069231058
56	0.0006069231058
57	0.0006069307896
58	0.0006069083705
59	0.0006069075634
60	0.0006068972833
61	0.0006068705776
62	0.0006068598327
63	0.0006068569489
64	0.0006068381338
65	0.0006068254021
66	0.0006067894973
67	0.0006067894973
68	0.0006067362503
69	0.0006067009826
70	0.0006067009826
71	0.0006067017224
72	0.0006066961509
73	0.0006066587248
74	0.0006066390949
75	0.0006066390949
76	0.0006066349106
77	0.0006066349106
78	0.0006066300381
79	0.0006066193588
80	0.0006066109444
81	0.0006066109444
82	0.0006066010677
83	0.0006066002112
84	0.0005639463312
85	0.0005639279549
86	0.0005639279549
87	0.0005639270161
88	0.0005639317466
89	0.0005639139993
90	0.0005639139993
91	0.0005639139993
92	0.0005639139993
93	0.0005639033242
94	0.0005638816409
95	0.0005638923239
96	0.0005638923239
97	0.0005638754065
98	0.000563855418
99	0.000563855418
100	0.000563855418
101	0.0005638700618
102	0.0005638438902
103	0.0005638438902
104	0.0005638291742
105	0.0005638085312
106	0.0005638085312
107	0.0005637985819
108	0.0005637843017
109	0.0005637752553
110	0.0005637634307
111	0.0005637619835
112	0.0005637469348
113	0.0005637469348
114	0.0005637439996
115	0.000563719281
116	0.0005636952286
117	0.0005636952286
118	0.0005636952286
119	0.0005637096138
120	0.0005637004098
121	0.0005636683545
122	0.0005636683545
123	0.0005636683545
124	0.000563649343
125	0.000563649343
126	0.0005636398566
127	0.0005636257702
128	0.0005636362558
129	0.000563621751
130	0.0005636199394
131	0.0005636199394
132	0.0005636024858
133	0.0005636052121
134	0.0005635948182
135	0.0005635917477
136	0.000563577867
137	0.0005635516276
138	0.0005635232115
139	0.0005634735972
140	0.0005634729202
141	0.0005634623095
142	0.0005634543487
143	0.0005634389006
144	0.0005634434693
145	0.0005634302271
146	0.0005634116432
147	0.0005634055081
148	0.0005634033855
149	0.0005633982532
150	0.0005633798943
151	0.0005633406006
152	0.0005633239705
153	0.000563334889
154	0.0005633194598
155	0.000563312568
156	0.00056331497
157	0.0005633094815
158	0.0005632872397
159	0.0005632809625
160	0.000563290164
161	0.0005632786119
162	0.0005632620568
163	0.0005632567181
164	0.0005632589013
165	0.0005632535849
166	0.000563239028
167	0.0005632332053
168	0.0005632156037
169	0.0005632187514
170	0.0005632183851
171	0.0005631983342
172	0.000563184896
173	0.0005632024442
174	0.0005631930445
175	0.0005631889874
176	0.0005631783081
177	0.0005631756541
178	0.0005631582847
179	0.0005631482935
180	0.000563159952
181	0.0005631415722
182	0.0005631409498
183	0.000563131191
184	0.0005631291855
185	0.0005631118617
186	0.0005631051694
187	0.0005631117538
188	0.0005630962222
189	0.0005630845207
190	0.000563095555
191	0.0005630834863
192	0.0005630936413
193	0.0005630755332
194	0.000563071508
195	0.0005630646849
196	0.000563048598
197	0.0005630498443
198	0.0005630370139
199	0.0005630245357
200	0.000563024716
201	0.0005630058202
202	0.000563013944
203	0.0005630192849
204	0.0005629921613
205	0.0005630124467
206	0.00056297266
207	0.0005629868942
208	0.0005629648116
209	0.000562971505
210	0.000562958783
211	0.0005629459872
212	0.000562935972
213	0.0005629339321
214	0.0005629297998
215	0.0005629140319
216	0.0005629208134
217	0.0005628970256
218	0.0005628970256
219	0.0005628860557
220	0.0005628815785
221	0.0005628800154
222	0.0005628640401
223	0.0005628666967
224	0.0005628638636
225	0.0005628463752
226	0.0005628337129
227	0.0005628121984
228	0.0005628361967
229	0.000562813297
230	0.0005627984414
231	0.0005627918576
232	0.0005627918576
233	0.0005627820006
234	0.0005627745344
235	0.0005627745344
236	0.0005627745344
237	0.0005627745344
238	0.0005627745344
239	0.0005627745344
240	0.0005627745344
241	0.0005627745344
242	0.0005627745344
243	0.0005627745344
244	0.0005627745344
245	0.0005627745344
246	0.0005627745344
247	0.0005627745344
248	0.0005627745344
249	0.0005627745344
250	0.0005627745344
251	0.0005627745344
252	0.0005627745344
253	0.0005627745344
254	0.0005627745344
255	0.0005627745344
256	0.0005627745344
257	0.0005627745344
258	0.0005627745344
259	0.0005627745344
260	0.0005627745344
261	0.0005627745344
262	0.0005627573186
263	0.0005627489029
264	0.0005627435717
265	0.0005627435717
266	0.0005627235509
267	0.0005627089086
268	0.0005627089086
269	0.0005627089086
270	0.0005627089086
271	0.0005627172318
272	0.0005627172318
273	0.0005627172318
274	0.0005627172318
275	0.0005627172318
276	0.0005626975395
277	0.0005626975395
278	0.0005626975395
279	0.0005626975395
280	0.0005626975395
281	0.0005626975395
282	0.0005626975395
283	0.0005626975395
284	0.0005626975395
285	0.0005626975395
286	0.0005626975395
287	0.0005626975395
288	0.0005626975395
289	0.0005626975395
290	0.0005626861587
291	0.000562680086
292	0.000562680086
293	0.000562680086
294	0.0005626837436
295	0.0005626837436
296	0.0005626627683
297	0.0005626627683
298	0.0005626571109
299	0.0005626571109
300	0.0005626571109
301	0.0005626571109
302	0.0005626571109
303	0.0005626571109
304	0.0005626571109
305	0.0005626571109
306	0.0005626571109
307	0.0005626571109
308	0.0005626571109
309	0.0005626571109
310	0.0005626571109
311	0.0005626571109
312	0.0005626571109
313	0.0005626571109
314	0.0005626571109
315	0.0005626494927
316	0.000562641746
317	0.0005626128228
318	0.0005626128228
319	0.0005626186638
320	0.0005626186638
321	0.0005626186638
322	0.0005626186638
323	0.0005626186638
324	0.0005626186638
325	0.0005626186638
326	0.0005626186638
327	0.0005626186638
328	0.0005626186638
329	0.0005626129602
330	0.0005625932265
331	0.0005625778396
332	0.0005625778396
333	0.0005625778396
334	0.0005625778396
335	0.0005625778396
336	0.0005625778396
337	0.0005625778396
338	0.0005625770498
339	0.0005625650938
340	0.0005625650938
341	0.0005625650938
342	0.0005625650938
343	0.0005625650938
344	0.0005625650938
345	0.0005625555497
346	0.0005625555497
347	0.0005625555497
348	0.0005625497505
349	0.000562542248
350	0.000562542248
351	0.0005625243769
352	0.0005625177983
353	0.0005625040452
354	0.0005624932171
355	0.0005624932171
356	0.0005624932171
357	0.000562488826
358	0.000562488826
359	0.000562488826
360	0.0005624787598
361	0.0005624787598
362	0.0005624628359
363	0.0005624680962
364	0.0005624508491
365	0.0005624336743
366	0.0005624236703
367	0.0005624228225
368	0.0005624162906
369	0.0005623773275
370	0.0005623773275
371	0.0005623773275
372	0.0005623773275
373	0.000562371921
374	0.0005623626622
375	0.0005623626622
376	0.0005623626622
377	0.0005623588002
378	0.0005623337996
379	0.0005623300002
380	0.0005623300002
381	0.0005623101103
382	0.0005623101103
383	0.0005622931115
384	0.0005622931115
385	0.0005622931115
386	0.0005622866772
387	0.0005622865976
388	0.0005622658025
389	0.0005622658025
390	0.0005622658025
391	0.0005622658025
392	0.0005622436075
393	0.0005622436075
394	0.0005622469947
395	0.0005622188245
396	0.0005622073145
397	0.0005621839892
398	0.0005621501568
399	0.0005621479689
